Instructor,Name,Points,% of final grade,Max Coeff,Due,Description
Aaron Wilder,Ode to an Intersection Draft 1,5.0,0.004775549188156638,0.07163323782234958,2022-10-07 01:01:01.000001,"PURPOSE
In our exploration of the ways rhetorical decisions can have real-world impacts, we are going to begin working with two types of poetry which look to unite these ideas of space, description and structure. One of these genres is the Ode. Throughout the ages, poets have written odes to things of beauty. ""Ode to a Grecian Urn"" by John Keats is one of the most famous, as is ""Ode to the West Wind"" by Percy Bysshe Shelley. Odes can take many different forms, but share some qualities.

They speak directly to the subject of the poem, often something unable to speak or even understand, as a way to tell others of its greatness and communicate something larger about the world
They are line poems that incorporate regular line breaks
They are medium-long. These are not ten-line poems, but they're not T.S. Eliot's ""The Wasteland"" either.

While the language of the poets I've shared odes from above, from the middle of the 19th Century Romantic period, is very flowery and obtuse, I'd like you to write your ode in plain Englishes- whatever Englishes you expect that your chosen intersection would like to hear in an ode to itself. I know that my intersection- where the quiet entrance to my neighborhood exits onto the busiest road in my whole town- wouldn't want me to talk in some kind of academic-speak. It would feel talked down to, and it doesn't deserve that- also, it might just beat me up because as it looks now it's pretty neat, but it's definitely got a rough past. Instead I'd prolly have to talk like the people around it to avoid Discourse Tension and consequences that could damage our relationship.
TASK
Compose an Ode to an Intersection- and yes, I mean that literally. This ode should be dedicated to a literal intersection. Your ode should:



Be dedicated to a literal intersection
Be a minimum of one page
Be a line poem with regular line breaks
Include significant sensory description from all five senses
Seeks some type of larger conversation beyond simply appreciating this intersection



OBJECTIVES



Create voices, roles for the reader, pathways to guide readers appropriate for the occasion
Uses appropriate Englishes for rhetorical purposes


"
Aaron Wilder,Strange Angels Draft 2,2.0,0.0019102196752626551,0.028653295128939826,2020-09-10 01:01:01.000001,"Complete a re-envisioning of your Strange Angels draft. In this re-envisioning, you will be practicing seeing not only what is in black and white on the page, but what is not on the page- the possibilities that could be. To do this, you will need to alter at least one major element of your draft. Examples include:

The speaker
The narration style (omniscient, first-person, trustworthy narrator or not, etc.)
The mood or tone
The intended audience
The intended purpose (what you want this writing to ""do to"" your reader)

Strategies for re-envisioning range from pointed edits to complete rewrites. It will all depend on how you intend to achieve the effect.
Along with your re-envisioned piece, provide a one or two sentence summary of what you've altered and how this demonstrates a re-envisioning of your writing. "
Aaron Wilder,Ode to an Intersection Draft 2,2.0,0.0019102196752626551,0.028653295128939826,2020-09-10 01:01:01.000001,"Complete a re-envisioning of your Ode to an Intersection draft. In this re-envisioning, you will be practicing seeing not only what is in black and white on the page, but what is not on the page- the possibilities that could be. To do this, you will need to alter at least one major element of your draft. Examples include:

The speaker
The narration style (omniscient, first-person, trustworthy narrator or not, etc.)
The mood or tone
The intended audience
The intended purpose (what you want this writing to ""do to"" your reader)

Strategies for re-envisioning range from pointed edits to complete rewrites. It will all depend on how you intend to achieve the effect.
Along with your re-envisioned piece, provide a one or two sentence summary of what you've altered and how this demonstrates a re-envisioning of your writing. "
Aaron Wilder,Instructor Conference 1 Due Date,2.0,0.0019102196752626551,0.028653295128939826,2021-09-25 01:01:01.000001,"By the end of Unit 1, you will need to have met with your Professor for a one-on-one meeting over WebEx to discuss class and your writing. Office hours are in the syllabus and the easiest time to schedule an appointment, which can be done through Outlook.
 
Please submit some form of confirmation of your meeting."
Aaron Wilder,Unit 1 Reflection,10.0,0.009551098376313277,0.14326647564469916,2022-09-26 01:01:01.000001,"PURPOSE
For this end-of-unit reflection, we'll be doing the same exercise that we do every week. There are only 3 differences:

This reflection will be over the entire unit rather than a single week
This reflection will be a bit longer- about twice as long
A cleaned-up version of this reflection (modified to act as a bookend to your Artist's Statement) will appear at the very end of your Portfolio. 

As a reminder, we are using a learning model in this course that asks that you ""Preflect, Attend, Reflect. This, now, is the time where you reflect. This requires that you spend a moment looking back at your work for the last few weeks. Find a quiet place where you can easily think. Take a few deep breaths, and try to place yourself back into the shoes of your former self, and start from the beginning, at your Preflection, and work through the readings, class discussions/exercises, and writing that you've done this week. Does anything stand out to you now that didn't in the moment? Are you making any connections that you didn't at the start of the week? What do you think was the ""big idea"" of the week now that it's in the rearview mirror?
Reflection, and especially quiet, contemplative, reflective writing, can be a powerful tool both for learning and any kind of self-exploration and growth if you give yourself a moment for it- and in this class, we will be practicing this skill and harnessing its benefits to help you develop your identity as writers. 
TASK
READ



University of Waterloo, Critical Reflection
Your Weekly Preview (from Monday of this week)



WRITE
In paragraph form and in a minimum of 250 words, write a cohesive reflection on your work in this unit. Your reflective writing is an opportunity to look back at what we did in class during this unit, remind yourself of what happened, and then think more deeply about what we did, how it's meant to help you develop greater agency over your writing, and why these things might be important for you not just to pass your ENG 101/L01, not just to help you write in your other classes, but as a person hoping to make a difference in the world and leave it a better place through the guidance of the Franciscan Sponsorship Values of Peace and Justice, Dignity of the Individual, Responsible Stewardship and Reconciliation.
I should see you actively thinking and considering these things on the page. This is your fifth reflection this semester, so you've now had a bit of practice and gotten some feedback. Since this reflection is meant to be longer, it is also meant to reflect more deeply on the impact of the entire unit and how all of the pieces fit together. 
Questions you MUST respond to in this reflection:



Go back to your Class Preflection. Tell me, what were your expectations for the week that you expressed in your Preflection?
How were your expectations upheld? Undermined? What did you learn that you expected/defied your expectations?
What did we do this unit that most impacted you? Take a look back at the Canvas for this unit to help guide you in answering this question. Remember, this unit focused on:

 specificity in multiple forms: semantic (choosing words at the right ""level"" of specificity), historic (choosing language that emerges from a history that your audience will either share or appreciate) and communal (choosing language emerging from specific communities to which your audience belongs or will appreciate).
Descriptive linguistics: The idea that all languages are equally able to create meaning and that one version of English or other language is not somehow better than another. This is contrary to what Dr. Vershawn Ashanti Young calls ""dominant language ideology"" (111). We drew connections to the ways we really use language in the world (descriptive linguistics stance) rather than the way that our culture, and especially people who speak the dominant English (standard academic English or ""Broadcast English""), tells us it works (prescriptive linguistic stance).
Revision: You were also either introduced to or reminded of how revision can work to help you cultivate this specificity and make substantive and calculated transformations in your writing.


Why are these things important to the growth of your identity as a writer? Be specific.
How does this relate to our course objectives (available in the syllabus and just below this text)?
What is a situation outside of my formal education where this new knowledge/way of knowing could be useful to me? 



Additional questions to consider this week:



How did the progression of our readings in this Unit work together? What story do you believe these readings and class lesson plans were trying to tell? Was it effective? Why/why not?
How did our progression of writing assignments in this Unit work together? What story do you believe they were trying to tell? Was it effective? Why/why not?
How do these ideas we've grappled with in this unit impact the ways you might interact with your peers and their writing?



Your reflection must:



Look back at and make references to class readings, class discussion, or writing you've done to support what you say.
Be at least 250 words



OBJECTIVES



Substantiate ideas and statements to accomplish a purpose
Integrate and respond to both dominant and silenced perspectives
Create voices, roles for the reader, pathways to guide readers appropriate for the occasion
Respond critically to readings and writers
Uses appropriate Englishes for rhetorical purposes


"
Aaron Wilder,Unit 1 Portfolio Draft,40.0,0.038204393505253106,0.5730659025787966,2022-09-26 01:01:01.000001,"PURPOSE
A portfolio is meant to be an opportunity to showcase exactly what you've accomplished throughout some period, whether it be a couple of weeks like in this course, or over a lifetime like a Tenure Portfolio. For this purpose, you should work to bring your work to the most effective possible place, and utilize your artist's statement and end-of-portfolio reflection to contextualize it for the greatest effect upon the reader. Think about it as a sandwich- the best possible ingredients in the middle that together meld into one beautiful flavor, and two pieces on either side that serve to bring it all together and make sure it remains cohesive for the reader. 
Your portfolio can look like a wide range of things, as long as it fulfills its basic task:

Include all of the things I ask from you
Showcasing each individual piece
Feel like a single, cohesive piece of art

You can use power point. You can use a single word document. You can create a portfolio website on Wix or another free site. Whatever you feel will best showcase your work. Just be sure to include all of it, and make it easy for me to navigate!
***IMPORTANT NOTE: If you are going to complete your portfolio on Google Docs, Word Online, or another online platform, make sure that I am granted access when you turn in the portfolio. If I can't grade your portfolio, I'll have to count it as either a late submission or as a 0, and neither of us want that***
TASK
Create a portfolio of your work that includes:
First: An Artist's Statement of at least 100 words (see link for help in creating artist's statement). An artist statement should:

Be in paragraph form
Introduce your perspective as the artist- who are you? What is your story? How does your identity/story relate to your art?
Let me know who your audience is for your art
Let me know what/who influenced your art
Develop some type of theme for your art
Let me know what I should be looking for in your art
Let me know what you hope your art accomplishes for your audience
Let me know why I should care about your art

Last: A 250-word reflective synopsis of what you've learned in this unit, including quotations and examples from your texts as demonstrations of that learning (for instance a quote from an original version followed by how that section ended up). This can and should be built from your Unit 1 Reflection. It should do the following:

Be in paragraph form
Let me know what your expectations were for this unit and how they were upheld/undermined. This should be directly quoted from your Class Preflection.

Pick up the theme from the Artist's Statement
How have you grown in your identity as a writer during this unit (or not)?

Where, in your writing, can I see your development as a writer as compared to your first drafts or the types of writing you might have done before this class? Quote them directly from your texts to show me this contrast, then let me know which focuses for this unit and/or course outcomes this learning relates to.
Imagine and describe a situation that might occur later in the course where you can apply this learning, and how. 
Imagine and describe a situation that might occur later outside of formal education where you can apply this learning, and how.
Reflect on why this learning is so critical for you, not only as a writer but beyond your identity as a writer in some way.


At any place between these two pieces- wherever it fits best, you should include:

Your Visual Identity Project
A revised version of your ""I Am From..."" poem
A revised version of your ""My Page 1"" .
A finalized version of your ""The Home That Built Me""

GRADING CRITERIA
Your portfolio will be graded using the rubric included in this assignment.
RELATIONSHIP TO OUTCOMES



Use creative techniques to create insights into personal experiences;
Compose documents for academic and non-academic audiences;
Integrate multiple perspectives about a problem that shows your understanding of significant and relevant issues when analyzing and explaining it;
Reflect on your ability to make informed and effective research, genre, editorial, and language choices in your writing 


"
Aaron Wilder,What Is Your Home? Draft 1,1.0,0.0009551098376313276,0.014326647564469913,2020-09-01 01:01:01.000001,"For week 3, we're going to spend a little bit longer on a single assignment, working through vision, re-envisioning, revision, and refining.
The assignment is to draft a one page description of your ""home."" This can be any place, group of people, environment (like a concert), type of conversation, brand of hair-tie... anything. But the key is that you are going to describe this home without directly telling us what it is or why this is ""home"" to you. You, instead, will have to show us, using description, mood, character, dynamics and even narrative writer's tools, what ""home"" is and why it is that to you.
This document should be within a couple lines of the bottom of a single page, but should not go over the 1 page mark. I want you to hit that mark pretty exactly.
Happy writing."
Aaron Wilder,What Is Your Home? Draft 2,5.0,0.004775549188156638,0.07163323782234958,2020-09-07 01:01:01.000001,"On Monday, we spent some time working on vision and discovery. Now that you've spent some time working on that, Wednesday we spent some time re-envisioning and working on the skills of seeing not only what is there, but what is not there. The skill of seeing possibilities is one that takes practice and intellectual heft, so it will not be easy- but we're going to dive right into it headfirst.
When you've completed your re-envisioning of your 1 page draft, which should have significant, substantive differences from the original, upload draft 2 here."
Aaron Wilder,What Is Your Home? Refined Draft,15.0,0.014326647564469915,0.21489971346704873,2020-09-07 01:01:01.000001,"Now that we've spent some time in class working on vision and discovery, as well as re-envisioning and opening up possibilities for your writing, it is time to buckle down and get our editor's pants on. This is when you (and a buddy!) will look with a critical eye at where there may be things like logical, continuity  or motivation errors, places where you miss the mark on creating the emotional reaction you're looking for, and then finally on building the grammar, fine word choice, and punctuation that will sell this piece of writing.
Notice, I did not say that you need to conform to standard academic grammar. This piece is about your home. You should write it in a way that evokes those feelings of home."
Aaron Wilder,Weekly Reflection 3,5.0,0.004775549188156638,0.07163323782234958,2022-09-12 01:01:01.000001,"PURPOSE
As a reminder, we are using a learning model in this course that asks that you ""Preflect, Attend, Reflect. This, now, is the time where you reflect. This requires that you spend a moment looking back at your work for the week. Find a quiet place where you can easily think. Take a few deep breaths, and try to place yourself back into the shoes of your former self, and start from the beginning, at your Preflection, and work through the readings, class discussions/exercises, and writing that you've done this week. Does anything stand out to you now that didn't in the moment? Are you making any connections that you didn't at the start of the week? What do you think was the ""big idea"" of the week now that it's in the rearview mirror?
Reflection, and especially quiet, contemplative, reflective writing, can be a powerful tool both for learning and any kind of self-exploration and growth if you give yourself a moment for it- and in this class, we will be practicing this skill and harnessing its benefits to help you develop your identity as writers. 
TASK
READ



University of Waterloo, Critical Reflection
Your Weekly Preview (from Monday of this week)



WRITE
Your reflective writing is an opportunity to look back at what we did in class during this week, remind yourself of what happened, and then think more deeply about what we did, how it's meant to help you develop greater agency over your writing, and why these things might be important for you not just to pass your ENG 101/L01, not just to help you write in your other classes, but as a person hoping to make a difference in the world and leave it a better place through the guidance of the Franciscan Sponsorship Values of Peace and Justice, Dignity of the Individual, Responsible Stewardship and Reconciliation.
I should see you actively thinking and considering these things on the page. This is our third reflection, so you've now had a bit of practice and gotten some feedback. Your reflection this week should attempt to look more deeply into your learning this week than you have had an opportunity to while it was happening:
Questions you MUST respond to in this reflection:



Go back to your Preflection. Tell me, what were your expectations for the week that you expressed in your Preflection?
How were your expectations upheld? Undermined? What did you learn that you expected/defied your expectations?
What did we do this week that most impacted you? Take a look back at the Canvas for the week to help guide you in answering this question. Remember, this week focused on not finishing up but concluding our readings/targeted discussions about language and its relation to various social realities and how different racial, ethnic, cultural and community groups relate to it, and then moving into how we can support our peers as writers given these new things we've learned.
Why are these things important to the growth of your identity as a writer? Be specific.
How does this relate to our course objectives (available in the syllabus and just below this text)?
What is a situation outside of my formal education where this new knowledge/way of knowing could be useful to me? 



Additional questions to consider this week:



How did our readings work together to paint a picture of language, its role in our culture, what shortcomings our cultural understandings of language might have, and what the consequences of those shortcomings might be?
How does this idea of revision fit in with our previous readings?
How does our cultural understanding of language impact the ways you might interact with your peers and their writing?



Your reflection must:



Look back at and make references to class readings, class discussion, or writing you've done to support what you say.
Be 100 - 250 words



OBJECTIVES



Substantiate ideas and statements to accomplish a purpose
Integrate and respond to both dominant and silenced perspectives
Create voices, roles for the reader, pathways to guide readers appropriate for the occasion
Respond critically to readings and writers
Uses appropriate Englishes for rhetorical purposes


"
Aaron Wilder,Draft 1: Page 1 of an Ode to a Strange Angel in my Home,2.0,0.0019102196752626551,0.028653295128939826,2020-09-15 01:01:01.000001,"We have now several short writing assignments. And for this newest assignment, we're going to focus on four of them:

My Page 1
What is my Home?
Ode to an Intersection
Strange Angels

What I'd like you to do is synthesize these four assignments into a single piece of writing. It should utilize your Page 1 as a set-up to build the mood, bring in some element from your ""What is Your Home"" project, include a poetic element from your Ode to an Intersection, and utilize your Strange Angel as a character.
The final product should be a minimum of 4 pages, include elements from all four projects re-imagined to work together effectively in a single piece, and tell some type of story that the reader can follow. Feel free to tell a true story, a fictional story, or something in between."
Aaron Wilder,"Mapping ""Home""",,0,0,,"We have now several short writing assignments. And for this newest assignment, we're going to focus on four of them:

My Page 1
What is my Home?
Ode to an Intersection
Strange Angels

What I'd like you to do is synthesize these four assignments into a single piece of writing. It should utilize your Page 1 as a set-up to build the mood, bring in some element from your ""What is Your Home"" project, include a poetic element from your Ode to an Intersection, and utilize your Strange Angel as a character.
The final product should be a minimum of 4 pages, include elements from all four projects re-imagined to work together effectively in a single piece, and tell some type of story that the reader can follow. Feel free to tell a true story, a fictional story, or something in between."
Aaron Wilder,The Naming Game,0.0,0,0,,"In class on 8/26/2020, we'll be playing a game to practice something called ""naming"" by writing scholars. It's the concept of calling things by not what they are often called, but what will bring about the intended understanding in the reader. For instance, we've all heard of the Shakespearean Insult Generator, right? Here are some of the Bard's most famous insults.
What do these insults have in common, besides being both hilarious and creative? Well, none of them are the common ways to refer to a person, and it's exactly their uncommonness and metaphorical connections that becomes so evocative and make such effective communication. 
Other iconic disses?
50 Cent: ""You a pop tart sweetheart, you soft in the middle/I eat you for breakfast""
Seriously not the same as: ""You ain't tough and I could beat you up""
Jay Z: ""So yeah, I sampled your voice, you was usin' it wrong/You made it a hot line, I made it a hot song""
Seriously not the same as: ""I used your line better than you did""LL Cool J: ""You can't handle the whole weight/Skin needs lotion, teeth need Colgate/Wise up, you little burnt-up french fry/I'm that type of guy.""Seriously not the same as: ""You should really invest more time in self-care.""Now that we've seen some naming in play, we're going to play a game and divide into groups of 3. Each group of 3 is going to take a single phrase from a sample of writing volunteered by a classmate for all of us to utilize and focus on naming. All groups will get one minute to confer before offering up their name for votes. The team that wins the popular vote for best Name will get one bonus point- ties will be broken by the tied teams offering a new name after a 15 second runoff period, which will then be voted on by all teams not competing in the tiebreak. We'll re-run this competition until we run out of time."
Aaron Wilder,Class Project: Annotated Bibliography in MLA Style (Draft 1),2.0,0.0019102196752626551,0.028653295128939826,2020-09-23 01:01:01.000001,"Now that we have created your mapping project, we are going to talk about something that you have probably done in the past, but not likely in this way. We're going to be doing a Works Cited page- for your portion of the class map.
You can find the main MLA page here, and an introduction on how to cite a google earth location here. But more important than the citation itself, I want you to create an Annotation. An annotation is a brief description of your source and how it relates the the greater work that you are attempting to accomplish with your writing. Annotations can serve many purposes, but for this project I want you to focus on how, exactly, this location is like a second home to you and how it contributes to your sense of who you are.

Cite the location. You can see, above, guidelines for completing this portion of your task.
Begin your annotation by summarizing the location's key characteristics. Use the naming skill we've been talking about in class to create an effective description. You don't need to necessarily describe everything about it. But you do need to describe the things that are most important to your sense of home, and your sense of who you are.
After you have described the location, tell us why it is important that you included it as one of only a few places you've shared thus far in the class. How has this place shaped you? How might you have been different if this place had never entered your life? Why, in other words, is it important to who you are?

When you have completed your draft, submit it to me. As with several of our projects, we'll be starting this one out individually, then building it into a larger class project that will go alongside our class map."
Aaron Wilder,Draft 2 Multi-genre project,2.0,0.0019102196752626551,0.028653295128939826,2020-09-26 01:01:01.000001,"Now that we've talked a little bit more about your multi-genre project (Page 1 of an ode to a strange angel), I want to see some substantive re-envisioning of the first draft for the second, prior to when we turn in our final at the end of Unit 2."
Aaron Wilder,Class Project: Annotated Bibliography,5.0,0.004775549188156638,0.07163323782234958,2020-09-26 01:01:01.000001,Turn in a copy of the class annotated bibliography with your entries highlighted.
Aaron Wilder,"""The Home that Built Me""",2.0,0.0019102196752626551,0.028653295128939826,2020-09-30 01:01:01.000001,"Before you begin this assignment, read this brief statement from the Linguistic Society of America. The only  rules for this assignment are that you should highlight each of the foci below and that you must time yourself as you are writing, only allowing yourself one five-minute break during 30 minutes of otherwise nonstop writing (even if you hate what you're getting down on paper, or it's just gibberish).
Write in the language that you speak with your friends from these ""home"" locations for 30 minutes on the subject of language and home. Your writing should hit on at least the following items: 

What places were important to me as I grew up and what communities were present there? (utilize your annotated bibliography and cite those places... if you bring up new places, you do not need to cite them now, but you will need to eventually cite them in MLA and add an annotation as well)
Think about how you speak when you are around those communities, drawing on your experience with your dialogues. What are some things about your actual spoken language that stand out to you?

Kinesics is the study of how we move our bodies when we interact in different communities. How are bodies, their position, their posturing, their contact or lack thereof, important in those communities?
Sociolinguists are keenly aware of the ways that language communicates in-group and out-group status. What are some ways that your language use (including things like what your clothing communicates, what beliefs or ideas will be accepted and which won't be, when you're allowed to challenge someone and when you aren't, or other ""unwritten rules"") in these groups helps people know you're a part of the group, even if you've just met?
How does your home community's language use (including all of that ""other stuff"" we've been mentioning above and/or is mentioned in the reading linked above) look to other people? How does it appear to ""academia,"" or the ""professional"" or ""scholarly"" world?
How do YOU feel about your home language, including all of those things? Do you communicate that way everywhere? Why or why not?
"
Aaron Wilder,"Best Friend, Acquaintance, Stranger Dialogues",3.0,0.0028653295128939827,0.04297994269340974,2020-09-29 01:01:01.000001,"Take a look at these examples of dialogues.  For this assignment, I want you to write three, half-page (double-spaced) dialogues. They should be a greeting and brief conversation about any topic, but there are a few requirements:

The first dialogue should be between you and someone you consider yourself most ""you"" around.  Your mother, a best friend, your partner, etc. It should be glaringly honest- maybe even something that has actually happened when you greeted each other. It should take place in a location where you are free to be yourselves, where you feel comfortable. This can include profanity of any variety if it's something that the two would actually say- and it should be written in the way you'd actually say it (something that holds true for the rest of these dialogues, as well). For instance, my best friend and I might greet each other and have a brief, candid conversation like so:""Hey dude, what's up.""""Hey bro. Thanks for callin' me out yesterday.""""Wha?""""When we were in the car with my dad, and you gave me that look. That, like, 'you're effin' lyin'' look?""""OOOOOHHHH HELL. You think he noticed?""""Nah... He was driving. Also, he'on know what he's even doin', let alone anyone else.""""Loll""

The second dialogue should be between yourself and a random acquaintance- someone that you know, but don't know well at all- that you run into randomly in a public location like a grocery store or a concert. You feel as if you need to speak to them, but you're not nearly as comfortable with them as with your friend. How does your language use differ in this situation?

The final dialogue should be between you and a stranger whose opinion you highly value. Since we're on a Catholic campus, the example I often use is the Pope. However, this can be any highly respected and influential figure that you might feel somewhat in awe of getting to meet. Again, how does your language use differ in this situation?

 
Come to class prepared to share a little bit about these dialogues, and how they relate to ""home"" for you."
Aaron Wilder,"""The Home that Built Me"" Draft 2",2.0,0.0019102196752626551,0.028653295128939826,2020-10-03 01:01:01.000001,"Now that you've got something down on paper, let's begin crafting it.
I want you to build a 3 page (double spaced) piece that works on relating the places that you have called ""home"" in your life directly to the ways that you relate to ""language"" and ""writing."" This piece will be worked into some of the things we've been doing in class, as well as your Unit 2 Portfolio. 

Whose values influenced the ways you view language, writing, and all of the things we've talked about that are wrapped up in it as that ""other stuff""?
What places do you call home that have influenced your linguistic identity? How have they done so?
How does your language relate to how you see yourself and your ""home"" and community/communities, and how you believe others see you, your ""home"" and your community/communities?
Overall, why do you interact with language/writing the way you do, and what forces do you think influence that?
"
Aaron Wilder,Unit 2 Portfolio,45.0,0.04297994269340974,0.6446991404011461,2022-10-17 01:01:01.000001,"PURPOSE
A portfolio is meant to be an opportunity to showcase exactly what you've accomplished throughout some period, whether it be a couple of weeks like in this course, or over a lifetime like a Tenure Portfolio. For this purpose, you should work to bring your work to the best possible place, and utilize your artist's statement and end-of-portfolio reflection to contextualize it for the greatest effect upon the reader. Think about it as a sandwich- the best possible ingredients in the middle that together meld into one beautiful flavor, and two pieces on either side that serve to bring it all together and make sure it remains cohesive for the reader. 
Your portfolio can look like a wide range of things, as long as it fulfills its basic task- include all of the things I ask from you, and while showcasing each individual piece, also feel like a single, cohesive piece of art. You can use power point. You can use a single word document. You can create a portfolio website on Wix or another free site. Whatever you feel will best showcase your work. Just be sure to include all of it, and make it easy for me to navigate!
TASK
Create a portfolio of your work that includes:

At the front of the portfolio, an Artist's Statement of at least 100 words
At the end, a reflection of at least 100 words (can be very similar to your end of unit reflection)

At any place that fits best, a newly revised version of a piece from your Unit 1 Portfolio
At any place that fits best, your best revised version of your ""Ode to an Intersection""
At any place that fits best, your best revised version of your ""Strange Angels""
At any place that fits best, your best revised version of your ""Re-Mix""



GRADING CRITERIA
Your portfolio will be graded using this rubric 
RELATIONSHIP TO OUTCOMES



Use creative techniques to create insights into personal experiences;
Compose documents for academic and non-academic audiences;
Integrate multiple perspectives about a problem that shows your understanding of significant and relevant issues when analyzing and explaining it;
Reflect on your ability to make informed and effective research, genre, editorial, and language choices in your writing 


"
Aaron Wilder,Weekly Reflection 4,5.0,0.004775549188156638,0.07163323782234958,2021-09-18 01:01:01.000001,"PURPOSE
When we introduced the Preflection concept, we briefly discussed some basic learning theory. As a brief reminder, learning is a more complex process than looking at something or doing something. You must first retain knowledge, but then also be able to undergo a process called transfer that allows that knowledge to be useful in new scenarios. One of the best, evidence-based practices for ensuring that writers learn from their work is to put in lots of practice, and augment that practice with a ""preview, attend, review, study, access"" format. The Weekly Reflections you will complete in this class make up the third portion of that recursive, five-part process.
In particular, for this class we will be doing a specific type of ""review"" called ""critical reflection."" You likely know the word ""reflection."" It means exactly what you probably think it means- looking back at how you view things through writing and just kind of putting it down on paper to aid both your thinking and me in understanding your thinking. But what about that other word, ""critical""? What does that mean?
A ""Critical Reflection"" adds an additional element of internal/external scrutiny. It seeks to make connections between the internal and external, experience and events, causes and effects. It seeks to not only record, but dive into and attempt to understand what has occurred. And, even more importantly, it seeks to recognize realities that were previously hidden and determine whether these realities are helpful or harmful or benign, and chart a path that will be more positive than the previous path. In essence, a critical reflection seeks to place a growth mindset upon the reflective stance, both personally/individually and socially/collectively. What has occurred, how/why did it come about, and how can I continue to do better in the future?
I encourage you to think on paper for these reflections. They do not need to be pretty- they need to be intentional. This is the time for you to do the work of understanding yourself/your coursework, and charting a course ahead. That is never pretty work, but it is important work. This is an example of ""Writing to Learn."" Writing can have many types and purposes, and most likely you are familiar with one type-- transactional writing. Transactional writing means that I ask you to do a kind of writing, and you return that kind of writing for no one's benefit in particular but information transfer to the reader. It is mono-directional, and it has a clear beginning and end. Writing to learn, however, is multi-directional, reciprocal, and has no clear beginning or end. Its entire purpose is to help everyone grow- you in your understanding of yourself, your environment, your thinking and your writing, and me in my understanding of how to support you,-not to turn out a ""quality"" product. If the writing itself is trash, but you learned a lot from it, you have successfully written to learn... if you use that new learning to develop new strategies for writing to learn, and continue to use it as a method of growth. That's why I want this assignment to be something of a difficult one (in the sense of requiring depth and intentionality), and I want all of your critical reflections to feel difficult, but positive. Growth takes discomfort, pushing yourself, and moving past your previous boundaries. And writing is a fantastic medium to help that occur.
TASK
READ (OPTIONAL)



University of Waterloo, Critical Reflection (Links to an external site.)

Your Weekly Preview (from Monday of this week)



WRITE



Using the ""What/So What/What Now"" model, respond to the you that wrote your preflection five days ago. How were your expectations upheld? Undermined? What did you learn that you expected/defied your expectations?
Use references to your readings to support your writing as you reflect upon the week.
Keep your reflection 100 - 250 words



OBJECTIVES



Substantiate ideas and statements to accomplish a purpose
Integrate and respond to both dominant and silenced perspectives
Create voices, roles for the reader, pathways to guide readers appropriate for the occasion
Respond critically to readings and writers
Uses appropriate Englishes for rhetorical purposes


"
Aaron Wilder,Weekly Reflection 5,5.0,0.004775549188156638,0.07163323782234958,2020-10-03 01:01:01.000001,"Answer the questions ""What, How, and Why"" relating to the weekly reflection topic in paragraph form, minimum 100 words. To do this, follow these steps:

Form a ""What"" question. This may be provided in the form of the weekly reflection topic, or you may have to create it yourself. Do not write it down in your response-- hold it in your mind. Examples are things like ""what was most valuable for me about this week, in class or something out of class that's related to writing or home?"" or ""What are any themes I'm noticing in class this week?"" or ""What is something that we didn't discuss this week that I wish we had""? Then, answer that question in one or two sentences as the first part of your critical reflection.
Form a ""How"" question that emerges from that original question. You should ask yourself- what ""how"" question am I left with after reading my own words? This is your opportunity to analyze not only what is seen in the way you respond, but what is unseen? What might be left out of this conversation? What might someone who sees this situation entirely differently wonder about your statements? Don't ask the question in your response, just answer it in two or three sentences.
Form a ""Why"" question. This is a moment for you to interrogate your own words. Why did you respond this way? What values do you have that lead you to think this way, and are there other valid sets of values or thoughts that others could have, and why might they value or think differently? Don't ask the question in your response-- just answer it in two or three final sentences.

I know that this can be confusing. I've been wordy here, but that's on purpose. The purpose, here, is to make you think hard. I don't want this to be an easy, throw-away assignment. I want you to have to look inside of yourself and earn your words. I want to offer you a road map toward critical reflection, the process of answering not only the question in front of you, but the unasked questions that lurk behind it. To looking not only at yourself as you are, unexamined and unquestioned, but what alternative versions of yourself might look like in a different set of shoes. Not only looking at the world as it is, but an alternate world that could be and whom that world might benefit that this one does not.If you have questions, I'm more than happy to guide you through this process. Let my responses to your first critical reflections guide you-- I tried to use them to push you forward in your responses.
This is an example of ""Writing to Learn."" Writing can have many types and purposes, and most likely you are familiar with one type-- transactional writing. Transactional writing means that I ask you to do a kind of writing, and you return that kind of writing for no one's benefit in particular but information transfer to the reader. It is one-directional, and it has a clear beginning and end. Writing to learn, however, is multi-directional, reciprocal, and has no clear beginning or end. Its entire purpose is to help you grow, not to turn out a product. If the writing itself is trash, but you learned a lot from it, you have successfully written to learn... if you use that new learning to develop new strategies for writing to learn, and continue to use it as a method of growth. That's why I want this assignment to be something of a difficult one, and I want all of your critical reflections to feel difficult, but positive. Growth takes discomfort, pushing yourself, and moving past your previous boundaries. And writing is a fantastic medium to help that occur."
Aaron Wilder,Draft 2 Homelessness Research Assignment,2.0,0.0019102196752626551,0.028653295128939826,2020-10-17 01:01:01.000001,"Now that we've had some class discussion time and you're received some feedback, I'd like to see some substantive changes in this article to create a second draft, before we complete the third draft in your Unit 3 Portfolio."
